,pos,sentence_idx,,word,tag,,,,,,,,,,,,,,
8993,DT,410,,the,O,,,,,,,,,,,,,,
8994,NNP,410,,Muslim,B-org,,,,,,,,,,,,,,
8995,NNP,410,,Faith,I-org,,,,,,,,,,,,,,
8996,:,410,,-,O,,,,,,,,,,,,,,
8997,VBD,410,,said,O,,,,,,,,,,,,,,
8998,PRP,410,,it,O,,,,,,,,,,,,,,
8999,VBD,410,,was,O,,,,,,,,,,,,,,
9000,VBG,410,,launching,O,,,,,,,,,,,,,,
9001,JJ,410,,legal,O,,,,,,,,,,,,,,
9002,NN,410,,action,O,,,,,,,,,,,,,,
9003,IN,410,,against,O,,,,,,,,,,,,,,
9004,JJ,410,,French,B-gpe,,,,,,,,,,,,,,
9005,NNS,410,,newspapers,O,,,,,,,,,,,,,,
9006,WDT,410,,that,O,,,,,,,,,,,,,,
9007,VBD,410,,published,O,,,,,,,,,,,,,,
9008,DT,410,,the,O,,,,,,,,,,,,,,
9009,NNS,410,,cartoons,O,,,,,,,,,,,,,,
9010,",",410,,",",O,,,,,,,,,,,,,,
9011,CD,410,,one,O,,,,,,,,,,,,,,
9012,IN,410,,of,O,,,,,,,,,,,,,,
9013,WDT,410,,which,O,,,,,,,,,,,,,,
9014,VBZ,410,,depicts,O,,,,,,,,,,,,,,
9015,DT,410,,the,O,,,,,,,,,,,,,,
9016,NNP,410,,Prophet,B-per,,,,,,,,,,,,,,
9017,NNP,410,,Muhammad,I-per,,,,,,,,,,,,,,
9018,VBG,410,,wearing,O,,,,,,,,,,,,,,
9019,DT,410,,a,O,,,,,,,,,,,,,,
9020,NN,410,,turban,O,,,,,,,,,,,,,,
9021,VBN,410,,shaped,O,,,,,,,,,,,,,,
9022,IN,410,,like,O,,,,,,,,,,,,,,
9023,DT,410,,a,O,,,,,,,,,,,,,,
9024,NN,410,,bomb,O,,,,,,,,,,,,,,
9025,.,410,,.,O,,,,,,,,,,,,,,
9026,JJ,411,,Malaysian,B-gpe,,,,,,,,,,,,,,
9027,NNP,411,,Prime,B-per,,,,,,,,,,,,,,
9028,NNP,411,,Minister,I-per,,,,,,,,,,,,,,
9029,NNP,411,,Abdullah,I-per,,,,,,,,,,,,,,
9030,NNP,411,,Ahmad,I-per,,,,,,,,,,,,,,
9031,NNP,411,,Badawi,I-per,,,,,,,,,,,,,,
9032,VBD,411,,told,O,,,,,,,,,,,,,,
9033,DT,411,,an,O,,,,,,,,,,,,,,
9034,JJ,411,,international,O,,,,,,,,,,,,,,
9035,NN,411,,conference,O,,,,,,,,,,,,,,
9036,NNP,411,,Friday,B-tim,,,,,,,,,,,,,,
9037,DT,411,,the,O,,,,,,,,,,,,,,
9038,NNP,411,,Muslim,B-org,,,,,,,,,,,,,,
9039,NN,411,,world,O,,,,,,,,,,,,,,
9040,CC,411,,and,O,,,,,,,,,,,,,,
9041,DT,411,,the,O,,,,,,,,,,,,,,
9042,NNP,411,,West,B-geo,,,,,,,,,,,,,,
9043,MD,411,,must,O,,,,,,,,,,,,,,
9044,VB,411,,stop,O,,,,,,,,,,,,,,
9045,VBG,411,,demonizing,O,,,,,,,,,,,,,,
9046,DT,411,,each,O,,,,,,,,,,,,,,
9047,NN,411,,other,O,,,,,,,,,,,,,,
9048,CC,411,,and,O,,,,,,,,,,,,,,
9049,``,411,,"""",O,,,,,,,,,,,,,,
9050,VB,411,,accept,O,,,,,,,,,,,,,,
9051,CD,411,,one,O,,,,,,,,,,,,,,
9052,DT,411,,another,O,,,,,,,,,,,,,,
9053,IN,411,,as,O,,,,,,,,,,,,,,
9054,NNS,411,,equals,O,,,,,,,,,,,,,,
9055,.,411,,.,O,,,,,,,,,,,,,,
9056,``,411,,"""",O,,,,,,,,,,,,,,
9057,DT,412,,The,O,,,,,,,,,,,,,,
9058,NN,412,,death,O,,,,,,,,,,,,,,
9059,NN,412,,toll,O,,,,,,,,,,,,,,
9060,IN,412,,from,O,,,,,,,,,,,,,,
9061,DT,412,,a,O,,,,,,,,,,,,,,
9062,NN,412,,coal,O,,,,,,,,,,,,,,
9063,NN,412,,mining,O,,,,,,,,,,,,,,
9064,NN,412,,accident,O,,,,,,,,,,,,,,
9065,IN,412,,in,O,,,,,,,,,,,,,,
9066,JJ,412,,northwestern,O,,,,,,,,,,,,,,
9067,NNP,412,,China,B-geo,,,,,,,,,,,,,,
9068,VBD,412,,rose,O,,,,,,,,,,,,,,
9069,TO,412,,to,O,,,,,,,,,,,,,,
9070,CD,412,,32,O,,,,,,,,,,,,,,
9071,NNP,412,,Wednesday,B-tim,,,,,,,,,,,,,,
9072,IN,412,,after,O,,,,,,,,,,,,,,
9073,NNS,412,,searchers,O,,,,,,,,,,,,,,
9074,VBD,412,,recovered,O,,,,,,,,,,,,,,
9075,DT,412,,the,O,,,,,,,,,,,,,,
9076,NN,412,,body,O,,,,,,,,,,,,,,
9077,IN,412,,of,O,,,,,,,,,,,,,,
9078,DT,412,,the,O,,,,,,,,,,,,,,
9079,JJ,412,,last,O,,,,,,,,,,,,,,
9080,JJ,412,,missing,O,,,,,,,,,,,,,,
9081,NN,412,,miner,O,,,,,,,,,,,,,,
9082,.,412,,.,O,,,,,,,,,,,,,,
9083,NNP,413,,China,B-geo,,,,,,,,,,,,,,
9084,POS,413,,'s,O,,,,,,,,,,,,,,
9085,JJ,413,,state-run,O,,,,,,,,,,,,,,
9086,NNS,413,,media,O,,,,,,,,,,,,,,
9087,VBP,413,,say,O,,,,,,,,,,,,,,
9088,CD,413,,39,O,,,,,,,,,,,,,,
9089,NNS,413,,people,O,,,,,,,,,,,,,,
9090,VBD,413,,were,O,,,,,,,,,,,,,,
9091,VBG,413,,working,O,,,,,,,,,,,,,,
9092,IN,413,,at,O,,,,,,,,,,,,,,
9093,DT,413,,the,O,,,,,,,,,,,,,,
9094,JJ,413,,privately-owned,O,,,,,,,,,,,,,,
9095,NN,413,,coal,O,,,,,,,,,,,,,,
9096,NN,413,,mine,O,,,,,,,,,,,,,,
9097,IN,413,,in,O,,,,,,,,,,,,,,
9098,NNP,413,,Shaanxi,B-geo,,,,,,,,,,,,,,
9099,NN,413,,province,O,,,,,,,,,,,,,,
9100,IN,413,,on,O,,,,,,,,,,,,,,
9101,NNP,413,,Saturday,B-tim,,,,,,,,,,,,,,
9102,WRB,413,,when,O,,,,,,,,,,,,,,
9103,DT,413,,a,O,,,,,,,,,,,,,,
9104,NN,413,,gas,O,,,,,,,,,,,,,,
9105,NN,413,,explosion,O,,,,,,,,,,,,,,
9106,VBD,413,,occurred,O,,,,,,,,,,,,,,
9107,.,413,,.,O,,,,,,,,,,,,,,
9108,CD,414,,Seven,O,,,,,,,,,,,,,,
9109,NNS,414,,miners,O,,,,,,,,,,,,,,
9110,VBD,414,,managed,O,,,,,,,,,,,,,,
9111,TO,414,,to,O,,,,,,,,,,,,,,
9112,VB,414,,reach,O,,,,,,,,,,,,,,
9113,DT,414,,the,O,,,,,,,,,,,,,,
9114,NN,414,,surface,O,,,,,,,,,,,,,,
9115,",",414,,",",O,,,,,,,,,,,,,,
9116,CC,414,,but,O,,,,,,,,,,,,,,
9117,DT,414,,the,O,,,,,,,,,,,,,,
9118,NNS,414,,others,O,,,,,,,,,,,,,,
9119,VBD,414,,were,O,,,,,,,,,,,,,,
9120,VBN,414,,trapped,O,,,,,,,,,,,,,,
9121,.,414,,.,O,,,,,,,,,,,,,,
9122,DT,415,,The,O,,,,,,,,,,,,,,
9123,NNP,415,,Xinhua,B-org,,,,,,,,,,,,,,
9124,NN,415,,news,O,,,,,,,,,,,,,,
9125,NN,415,,agency,O,,,,,,,,,,,,,,
9126,VBZ,415,,says,O,,,,,,,,,,,,,,
9127,NNS,415,,police,O,,,,,,,,,,,,,,
9128,VBP,415,,have,O,,,,,,,,,,,,,,
9129,VBN,415,,detained,O,,,,,,,,,,,,,,
9130,DT,415,,the,O,,,,,,,,,,,,,,
9131,NN,415,,owner,O,,,,,,,,,,,,,,
9132,CC,415,,and,O,,,,,,,,,,,,,,
9133,NNS,415,,managers,O,,,,,,,,,,,,,,
9134,IN,415,,of,O,,,,,,,,,,,,,,
9135,DT,415,,the,O,,,,,,,,,,,,,,
9136,NN,415,,mine,O,,,,,,,,,,,,,,
9137,",",415,,",",O,,,,,,,,,,,,,,
9138,CC,415,,but,O,,,,,,,,,,,,,,
9139,VBD,415,,provided,O,,,,,,,,,,,,,,
9140,DT,415,,no,O,,,,,,,,,,,,,,
9141,JJ,415,,other,O,,,,,,,,,,,,,,
9142,NNS,415,,details,O,,,,,,,,,,,,,,
9143,.,415,,.,O,,,,,,,,,,,,,,
9144,JJ,416,,Chinese,B-gpe,,,,,,,,,,,,,,
9145,NNS,416,,mines,O,,,,,,,,,,,,,,
9146,VBP,416,,are,O,,,,,,,,,,,,,,
9147,IN,416,,among,O,,,,,,,,,,,,,,
9148,DT,416,,the,O,,,,,,,,,,,,,,
9149,RBS,416,,most,O,,,,,,,,,,,,,,
9150,JJ,416,,dangerous,O,,,,,,,,,,,,,,
9151,IN,416,,in,O,,,,,,,,,,,,,,
9152,DT,416,,the,O,,,,,,,,,,,,,,
9153,NN,416,,world,O,,,,,,,,,,,,,,
9154,.,416,,.,O,,,,,,,,,,,,,,
9155,NNS,417,,Thousands,O,,,,,,,,,,,,,,
9156,IN,417,,of,O,,,,,,,,,,,,,,
9157,NNS,417,,people,O,,,,,,,,,,,,,,
9158,VBP,417,,are,O,,,,,,,,,,,,,,
9159,VBN,417,,killed,O,,,,,,,,,,,,,,
9160,DT,417,,every,O,,,,,,,,,,,,,,
9161,NN,417,,year,O,,,,,,,,,,,,,,
9162,IN,417,,in,O,,,,,,,,,,,,,,
9163,NNS,417,,explosions,O,,,,,,,,,,,,,,
9164,",",417,,",",O,,,,,,,,,,,,,,
9165,NNS,417,,cave-ins,O,,,,,,,,,,,,,,
9166,CC,417,,and,O,,,,,,,,,,,,,,
9167,NNS,417,,floods,O,,,,,,,,,,,,,,
9168,",",417,,",",O,,,,,,,,,,,,,,
9169,IN,417,,despite,O,,,,,,,,,,,,,,
9170,NN,417,,government,O,,,,,,,,,,,,,,
9171,NNS,417,,crackdowns,O,,,,,,,,,,,,,,
9172,IN,417,,on,O,,,,,,,,,,,,,,
9173,NN,417,,safety,O,,,,,,,,,,,,,,
9174,NNS,417,,violations,O,,,,,,,,,,,,,,
9175,.,417,,.,O,,,,,,,,,,,,,,
9176,NNP,418,,India,B-org,,,,,,,,,,,,,,
9177,CC,418,,and,I-org,,,,,,,,,,,,,,
9178,NNP,418,,Pakistan,I-org,,,,,,,,,,,,,,
9179,VBP,418,,plan,O,,,,,,,,,,,,,,
9180,TO,418,,to,O,,,,,,,,,,,,,,
9181,VB,418,,hold,O,,,,,,,,,,,,,,
9182,DT,418,,a,O,,,,,,,,,,,,,,
9183,JJ,418,,third,O,,,,,,,,,,,,,,
9184,NN,418,,round,O,,,,,,,,,,,,,,
9185,IN,418,,of,O,,,,,,,,,,,,,,
9186,NN,418,,peace,O,,,,,,,,,,,,,,
9187,NNS,418,,talks,O,,,,,,,,,,,,,,
9188,IN,418,,in,O,,,,,,,,,,,,,,
9189,NNP,418,,January,B-tim,,,,,,,,,,,,,,
9190,IN,418,,with,O,,,,,,,,,,,,,,
9191,DT,418,,a,O,,,,,,,,,,,,,,
9192,NN,418,,focus,O,,,,,,,,,,,,,,
9193,IN,418,,on,O,,,,,,,,,,,,,,
9194,NN,418,,security,O,,,,,,,,,,,,,,
9195,",",418,,",",O,,,,,,,,,,,,,,
9196,DT,418,,the,O,,,,,,,,,,,,,,
9197,NNP,418,,Kashmir,B-geo,,,,,,,,,,,,,,
9198,NN,418,,issue,O,,,,,,,,,,,,,,
9199,CC,418,,and,O,,,,,,,,,,,,,,
9200,JJ,418,,confidence-building,O,,,,,,,,,,,,,,
9201,NNS,418,,measures,O,,,,,,,,,,,,,,
9202,IN,418,,between,O,,,,,,,,,,,,,,
9203,DT,418,,the,O,,,,,,,,,,,,,,
9204,JJ,418,,nuclear,O,,,,,,,,,,,,,,
9205,NNS,418,,rivals,O,,,,,,,,,,,,,,
9206,.,418,,.,O,,,,,,,,,,,,,,
9207,DT,419,,The,O,,,,,,,,,,,,,,
9208,JJ,419,,two-day,O,,,,,,,,,,,,,,
9209,NNS,419,,talks,O,,,,,,,,,,,,,,
9210,MD,419,,will,O,,,,,,,,,,,,,,
9211,VB,419,,begin,O,,,,,,,,,,,,,,
9212,IN,419,,on,O,,,,,,,,,,,,,,
9213,NNP,419,,January,B-tim,,,,,,,,,,,,,,
9214,CD,419,,17,I-tim,,,,,,,,,,,,,,
9215,CC,419,,and,O,,,,,,,,,,,,,,
9216,PRP,419,,they,O,,,,,,,,,,,,,,
9217,MD,419,,will,O,,,,,,,,,,,,,,
9218,VB,419,,be,O,,,,,,,,,,,,,,
9219,VBN,419,,led,O,,,,,,,,,,,,,,
9220,IN,419,,by,O,,,,,,,,,,,,,,
9221,DT,419,,the,O,,,,,,,,,,,,,,
9222,NNS,419,,countries,O,,,,,,,,,,,,,,
9223,POS,419,,',O,,,,,,,,,,,,,,
9224,JJ,419,,foreign,O,,,,,,,,,,,,,,
9225,NNS,419,,secretaries,O,,,,,,,,,,,,,,
9226,.,419,,.,O,,,,,,,,,,,,,,
9227,PRP,420,,They,O,,,,,,,,,,,,,,
9228,MD,420,,will,O,,,,,,,,,,,,,,
9229,VB,420,,review,O,,,,,,,,,,,,,,
9230,NN,420,,progress,O,,,,,,,,,,,,,,
9231,VBN,420,,made,O,,,,,,,,,,,,,,
9232,RB,420,,so,O,,,,,,,,,,,,,,
9233,RB,420,,far,O,,,,,,,,,,,,,,
9234,CC,420,,and,O,,,,,,,,,,,,,,
9235,RB,420,,also,O,,,,,,,,,,,,,,
9236,VB,420,,chart,O,,,,,,,,,,,,,,
9237,DT,420,,a,O,,,,,,,,,,,,,,
9238,NN,420,,course,O,,,,,,,,,,,,,,
9239,IN,420,,for,O,,,,,,,,,,,,,,
9240,JJ,420,,future,O,,,,,,,,,,,,,,
9241,NNS,420,,negotiations,O,,,,,,,,,,,,,,
9242,.,420,,.,O,,,,,,,,,,,,,,
9243,DT,421,,The,O,,,,,,,,,,,,,,
9244,NNS,421,,talks,O,,,,,,,,,,,,,,
9245,MD,421,,will,O,,,,,,,,,,,,,,
9246,VB,421,,be,O,,,,,,,,,,,,,,
9247,IN,421,,under,O,,,,,,,,,,,,,,
9248,DT,421,,a,O,,,,,,,,,,,,,,
9249,NN,421,,peace,O,,,,,,,,,,,,,,
9250,NN,421,,process,O,,,,,,,,,,,,,,
9251,IN,421,,that,O,,,,,,,,,,,,,,
9252,DT,421,,the,O,,,,,,,,,,,,,,
9253,CD,421,,two,O,,,,,,,,,,,,,,
9254,NNS,421,,sides,O,,,,,,,,,,,,,,
9255,VBD,421,,began,O,,,,,,,,,,,,,,
9256,IN,421,,in,O,,,,,,,,,,,,,,
9257,NNP,421,,January,B-tim,,,,,,,,,,,,,,
9258,CD,421,,2004,I-tim,,,,,,,,,,,,,,
9259,.,421,,.,O,,,,,,,,,,,,,,
9260,DT,422,,A,O,,,,,,,,,,,,,,
9261,JJ,422,,foreign,O,,,,,,,,,,,,,,
9262,NN,422,,office,O,,,,,,,,,,,,,,
9263,NN,422,,spokeswoman,O,,,,,,,,,,,,,,
9264,IN,422,,in,O,,,,,,,,,,,,,,
9265,NNP,422,,Islamabad,B-geo,,,,,,,,,,,,,,
9266,RB,422,,also,O,,,,,,,,,,,,,,
9267,VBD,422,,said,O,,,,,,,,,,,,,,
9268,IN,422,,that,O,,,,,,,,,,,,,,
9269,DT,422,,the,O,,,,,,,,,,,,,,
9270,CD,422,,two,O,,,,,,,,,,,,,,
9271,NNS,422,,sides,O,,,,,,,,,,,,,,
9272,VBP,422,,have,O,,,,,,,,,,,,,,
9273,VBN,422,,been,O,,,,,,,,,,,,,,
9274,VBG,422,,holding,O,,,,,,,,,,,,,,
9275,JJ,422,,secret,O,,,,,,,,,,,,,,
9276,NNS,422,,talks,O,,,,,,,,,,,,,,
9277,IN,422,,on,O,,,,,,,,,,,,,,
9278,JJ,422,,possible,O,,,,,,,,,,,,,,
9279,NN,422,,reduction,O,,,,,,,,,,,,,,
9280,IN,422,,of,O,,,,,,,,,,,,,,
9281,NNS,422,,forces,O,,,,,,,,,,,,,,
9282,IN,422,,in,O,,,,,,,,,,,,,,
9283,NNP,422,,Kashmir,B-geo,,,,,,,,,,,,,,
9284,CC,422,,and,O,,,,,,,,,,,,,,
9285,DT,422,,a,O,,,,,,,,,,,,,,
9286,JJ,422,,Pakistani,B-gpe,,,,,,,,,,,,,,
9287,NN,422,,proposal,O,,,,,,,,,,,,,,
9288,IN,422,,of,O,,,,,,,,,,,,,,
9289,JJ,422,,self-rule,O,,,,,,,,,,,,,,
9290,IN,422,,in,O,,,,,,,,,,,,,,
9291,NNP,422,,Kashmir,B-geo,,,,,,,,,,,,,,
9292,.,422,,.,O,,,,,,,,,,,,,,
9293,PRP,423,,She,O,,,,,,,,,,,,,,
9294,VBD,423,,did,O,,,,,,,,,,,,,,
9295,RB,423,,not,O,,,,,,,,,,,,,,
9296,VB,423,,give,O,,,,,,,,,,,,,,
9297,DT,423,,any,O,,,,,,,,,,,,,,
9298,JJR,423,,more,O,,,,,,,,,,,,,,
9299,NNS,423,,details,O,,,,,,,,,,,,,,
9300,CC,423,,and,O,,,,,,,,,,,,,,
9301,RB,423,,also,O,,,,,,,,,,,,,,
9302,VBD,423,,declined,O,,,,,,,,,,,,,,
9303,TO,423,,to,O,,,,,,,,,,,,,,
9304,VB,423,,reveal,O,,,,,,,,,,,,,,
9305,IN,423,,at,O,,,,,,,,,,,,,,
9306,WDT,423,,what,O,,,,,,,,,,,,,,
9307,NN,423,,level,O,,,,,,,,,,,,,,
9308,DT,423,,the,O,,,,,,,,,,,,,,
9309,NNS,423,,talks,O,,,,,,,,,,,,,,
9310,VBP,423,,are,O,,,,,,,,,,,,,,
9311,VBG,423,,being,O,,,,,,,,,,,,,,
9312,VBN,423,,held,O,,,,,,,,,,,,,,
9313,.,423,,.,O,,,,,,,,,,,,,,
9314,NNP,424,,India,B-org,,,,,,,,,,,,,,
9315,VBZ,424,,has,O,,,,,,,,,,,,,,
9316,RB,424,,not,O,,,,,,,,,,,,,,
9317,VBN,424,,made,O,,,,,,,,,,,,,,
9318,DT,424,,any,O,,,,,,,,,,,,,,
9319,NN,424,,comment,O,,,,,,,,,,,,,,
9320,IN,424,,about,O,,,,,,,,,,,,,,
9321,DT,424,,the,O,,,,,,,,,,,,,,
9322,NNS,424,,talks,O,,,,,,,,,,,,,,
9323,.,424,,.,O,,,,,,,,,,,,,,
9324,JJ,425,,Iraqi,B-gpe,,,,,,,,,,,,,,
9325,NNS,425,,officials,O,,,,,,,,,,,,,,
9326,VBP,425,,say,O,,,,,,,,,,,,,,
9327,IN,425,,at,O,,,,,,,,,,,,,,
9328,JJS,425,,least,O,,,,,,,,,,,,,,
9329,CD,425,,two,O,,,,,,,,,,,,,,
9330,NNS,425,,people,O,,,,,,,,,,,,,,
9331,VBD,425,,were,O,,,,,,,,,,,,,,
9332,VBN,425,,killed,O,,,,,,,,,,,,,,
9333,CC,425,,and,O,,,,,,,,,,,,,,
9334,JJ,425,,several,O,,,,,,,,,,,,,,
9335,NNS,425,,others,O,,,,,,,,,,,,,,
9336,VBD,425,,wounded,O,,,,,,,,,,,,,,
9337,IN,425,,in,O,,,,,,,,,,,,,,
9338,DT,425,,a,O,,,,,,,,,,,,,,
9339,NN,425,,car,O,,,,,,,,,,,,,,
9340,NN,425,,bomb,O,,,,,,,,,,,,,,
9341,NN,425,,blast,O,,,,,,,,,,,,,,
9342,IN,425,,in,O,,,,,,,,,,,,,,
9343,JJ,425,,central,O,,,,,,,,,,,,,,
9344,NNP,425,,Baghdad,B-geo,,,,,,,,,,,,,,
9345,NNP,425,,Tuesday,B-tim,,,,,,,,,,,,,,
9346,.,425,,.,O,,,,,,,,,,,,,,
9347,RBR,426,,Earlier,O,,,,,,,,,,,,,,
9348,NNS,426,,reports,O,,,,,,,,,,,,,,
9349,VBD,426,,said,O,,,,,,,,,,,,,,
9350,DT,426,,the,O,,,,,,,,,,,,,,
9351,NN,426,,attack,O,,,,,,,,,,,,,,
9352,VBD,426,,was,O,,,,,,,,,,,,,,
9353,VBN,426,,carried,O,,,,,,,,,,,,,,
9354,RP,426,,out,O,,,,,,,,,,,,,,
9355,IN,426,,by,O,,,,,,,,,,,,,,
9356,DT,426,,a,O,,,,,,,,,,,,,,
9357,NN,426,,suicide,O,,,,,,,,,,,,,,
9358,NN,426,,bomber,O,,,,,,,,,,,,,,
9359,.,426,,.,O,,,,,,,,,,,,,,
9360,PRP,427,,It,O,,,,,,,,,,,,,,
9361,VBD,427,,came,O,,,,,,,,,,,,,,
9362,IN,427,,as,O,,,,,,,,,,,,,,
9363,DT,427,,the,O,,,,,,,,,,,,,,
9364,NNP,427,,U.S.,B-gpe,,,,,,,,,,,,,,
9365,NN,427,,military,O,,,,,,,,,,,,,,
9366,VBD,427,,announced,O,,,,,,,,,,,,,,
9367,PRP,427,,it,O,,,,,,,,,,,,,,
9368,VBD,427,,had,O,,,,,,,,,,,,,,
9369,VBN,427,,rounded,O,,,,,,,,,,,,,,
9370,RP,427,,up,O,,,,,,,,,,,,,,
9371,CD,427,,428,O,,,,,,,,,,,,,,
9372,NNS,427,,suspects,O,,,,,,,,,,,,,,
9373,IN,427,,over,O,,,,,,,,,,,,,,
9374,DT,427,,the,O,,,,,,,,,,,,,,
9375,JJ,427,,past,O,,,,,,,,,,,,,,
9376,CD,427,,30,O,,,,,,,,,,,,,,
9377,NNS,427,,hours,O,,,,,,,,,,,,,,
9378,IN,427,,in,O,,,,,,,,,,,,,,
9379,DT,427,,a,O,,,,,,,,,,,,,,
9380,JJ,427,,major,O,,,,,,,,,,,,,,
9381,NN,427,,operation,O,,,,,,,,,,,,,,
9382,IN,427,,against,O,,,,,,,,,,,,,,
9383,NNS,427,,insurgents,O,,,,,,,,,,,,,,
9384,IN,427,,in,O,,,,,,,,,,,,,,
9385,DT,427,,a,O,,,,,,,,,,,,,,
9386,JJ,427,,western,O,,,,,,,,,,,,,,
9387,NN,427,,suburb,O,,,,,,,,,,,,,,
9388,IN,427,,of,O,,,,,,,,,,,,,,
9389,DT,427,,the,O,,,,,,,,,,,,,,
9390,NN,427,,capital,O,,,,,,,,,,,,,,
9391,.,427,,.,O,,,,,,,,,,,,,,
9392,IN,428,,On,O,,,,,,,,,,,,,,
9393,NNP,428,,Monday,B-tim,,,,,,,,,,,,,,
9394,",",428,,",",O,,,,,,,,,,,,,,
9395,NNS,428,,dozens,O,,,,,,,,,,,,,,
9396,IN,428,,of,O,,,,,,,,,,,,,,
9397,NNS,428,,people,O,,,,,,,,,,,,,,
9398,VBD,428,,were,O,,,,,,,,,,,,,,
9399,VBN,428,,killed,O,,,,,,,,,,,,,,
9400,CC,428,,and,O,,,,,,,,,,,,,,
9401,NNS,428,,scores,O,,,,,,,,,,,,,,
9402,VBD,428,,were,O,,,,,,,,,,,,,,
9403,VBN,428,,hurt,O,,,,,,,,,,,,,,
9404,IN,428,,in,O,,,,,,,,,,,,,,
9405,DT,428,,a,O,,,,,,,,,,,,,,
9406,NN,428,,series,O,,,,,,,,,,,,,,
9407,IN,428,,of,O,,,,,,,,,,,,,,
9408,NN,428,,car,O,,,,,,,,,,,,,,
9409,NNS,428,,bombings,O,,,,,,,,,,,,,,
9410,CC,428,,and,O,,,,,,,,,,,,,,
9411,JJ,428,,other,O,,,,,,,,,,,,,,
9412,NNS,428,,attacks,O,,,,,,,,,,,,,,
9413,IN,428,,in,O,,,,,,,,,,,,,,
9414,NNS,428,,cities,O,,,,,,,,,,,,,,
9415,CC,428,,and,O,,,,,,,,,,,,,,
9416,NNS,428,,towns,O,,,,,,,,,,,,,,
9417,IN,428,,across,O,,,,,,,,,,,,,,
9418,NNP,428,,Iraq,B-geo,,,,,,,,,,,,,,
9419,.,428,,.,O,,,,,,,,,,,,,,
9420,RB,429,,Also,O,,,,,,,,,,,,,,
9421,NNP,429,,Monday,B-tim,,,,,,,,,,,,,,
9422,",",429,,",",O,,,,,,,,,,,,,,
9423,DT,429,,an,O,,,,,,,,,,,,,,
9424,JJ,429,,al-Qaida-linked,O,,,,,,,,,,,,,,
9425,NN,429,,group,O,,,,,,,,,,,,,,
9426,VBD,429,,claimed,O,,,,,,,,,,,,,,
9427,NN,429,,responsibility,O,,,,,,,,,,,,,,
9428,IN,429,,for,O,,,,,,,,,,,,,,
9429,VBG,429,,gunning,O,,,,,,,,,,,,,,
9430,RP,429,,down,O,,,,,,,,,,,,,,
9431,DT,429,,a,O,,,,,,,,,,,,,,
9432,JJ,429,,top,O,,,,,,,,,,,,,,
9433,JJ,429,,Iraqi,B-gpe,,,,,,,,,,,,,,
9434,NN,429,,security,O,,,,,,,,,,,,,,
9435,NN,429,,official,O,,,,,,,,,,,,,,
9436,LRB,429,,(,O,,,,,,,,,,,,,,
9437,NNP,429,,Wael,B-per,,,,,,,,,,,,,,
9438,NNP,429,,al-Rubaei,I-per,,,,,,,,,,,,,,
9439,RRB,429,,),O,,,,,,,,,,,,,,
9440,CC,429,,and,O,,,,,,,,,,,,,,
9441,PRP$,429,,his,O,,,,,,,,,,,,,,
9442,NN,429,,driver,O,,,,,,,,,,,,,,
9443,IN,429,,in,O,,,,,,,,,,,,,,
9444,NNP,429,,Baghdad,B-geo,,,,,,,,,,,,,,
9445,.,429,,.,O,,,,,,,,,,,,,,
9446,NNP,430,,Iran,B-geo,,,,,,,,,,,,,,
9447,POS,430,,'s,O,,,,,,,,,,,,,,
9448,JJ,430,,hard-line,O,,,,,,,,,,,,,,
9449,NNP,430,,Guardian,B-org,,,,,,,,,,,,,,
9450,NNP,430,,Council,I-org,,,,,,,,,,,,,,
9451,VBZ,430,,has,O,,,,,,,,,,,,,,
9452,VBN,430,,approved,O,,,,,,,,,,,,,,
9453,DT,430,,a,O,,,,,,,,,,,,,,
9454,NN,430,,bill,O,,,,,,,,,,,,,,
9455,WDT,430,,that,O,,,,,,,,,,,,,,
9456,MD,430,,would,O,,,,,,,,,,,,,,
9457,VB,430,,block,O,,,,,,,,,,,,,,
9458,NNP,430,,United,B-org,,,,,,,,,,,,,,
9459,NNP,430,,Nations,I-org,,,,,,,,,,,,,,
9460,NNS,430,,inspections,O,,,,,,,,,,,,,,
9461,IN,430,,of,O,,,,,,,,,,,,,,
9462,PRP$,430,,its,O,,,,,,,,,,,,,,
9463,JJ,430,,nuclear,O,,,,,,,,,,,,,,
9464,NNS,430,,facilities,O,,,,,,,,,,,,,,
9465,CC,430,,and,O,,,,,,,,,,,,,,
9466,VB,430,,allow,O,,,,,,,,,,,,,,
9467,PRP,430,,it,O,,,,,,,,,,,,,,
9468,TO,430,,to,O,,,,,,,,,,,,,,
9469,VB,430,,resume,O,,,,,,,,,,,,,,
9470,NN,430,,uranium,O,,,,,,,,,,,,,,
9471,NN,430,,enrichment,O,,,,,,,,,,,,,,
9472,IN,430,,if,O,,,,,,,,,,,,,,
9473,PRP,430,,it,O,,,,,,,,,,,,,,
9474,VBZ,430,,is,O,,,,,,,,,,,,,,
9475,VBN,430,,referred,O,,,,,,,,,,,,,,
9476,TO,430,,to,O,,,,,,,,,,,,,,
9477,DT,430,,the,O,,,,,,,,,,,,,,
9478,NNP,430,,U.N.,B-org,,,,,,,,,,,,,,
9479,NNP,430,,Security,I-org,,,,,,,,,,,,,,
9480,NNP,430,,Council,I-org,,,,,,,,,,,,,,
9481,.,430,,.,O,,,,,,,,,,,,,,
9482,NN,431,,State,O,,,,,,,,,,,,,,
9483,NNS,431,,media,O,,,,,,,,,,,,,,
